"peak_rank","points","year","preview_url","artist_name","song_title","initial_match","falsetto","gender","register","genre","spoken","pandora_id"
97,6,1967,"1d7b2f30b153fbe086f68c2908928bcb693e06d2","Brenda & The Tabulations","Just Once In A Lifetime","True",0,"female",6,"R&B",0,2761972
66,179,1967,"abd1d25e5126b85742e31649f2d0076cf75eaaa9","Brenda & The Tabulations","Stay Together Young Lovers","True",0,"female",7,"R&B",0,2763090
58,220,1967,"aff2d1c5aced45a552b79e0546c9fc2579083e30","Brenda & The Tabulations","When You're Gone","True",2,"female",8,"R&B",0,2761974
66,165,1967,"c0b10dfb84c3b7a1180c406827b903f8c0147d89","Brenda & The Tabulations","Who's Lovin' You","True",0,"female",6,"R&B",0,2763085
69,134,1967,NULL,"Brenda Holloway","Just Look What You've Done","True",2,"female",6,"R&B",0,28122
39,379,1967,"62d0b5f443d7af2184362fd404b38bdda6424ffb","Brenda Holloway","You've Made Me So Very Happy","True",0,"female",8,"R&B",0,28120
37,331,1967,NULL,"Brenda Lee","Ride, Ride, Ride","False",NULL,NULL,NULL,NULL,NULL,NULL
34,337,1967,"2d5a019499a6e0afb30beb5133b7c3f96e31f00e","Brenton Wood","Baby You Got It","True",5,"male",7,"Pop",0,535623
9,1045,1967,"315f589e832f8c6f1375e1e0c052a1aeec27ad8f","Brenton Wood","Gimme Little Sign","True",3,"male",7,"Pop",0,9824993
34,496,1967,"a7d3b5ead60f93acde29e6f08986bf12fed81765","Brenton Wood","The Oogum Boogum Song","True",7,"male",8,"Pop",2,535622
91,20,1967,"cf260a18d052719d04429bb90d71bd0c9296942a","Brian Hyland","Get The Message","True",NULL,NULL,NULL,NULL,NULL,NULL
94,13,1967,NULL,"Brian Hyland","Holiday For Clowns","True",NULL,NULL,NULL,NULL,NULL,NULL
58,162,1967,"2f15e910e76d6b81750aafba69b427a6bbb5c3e4","Brian Hyland","Hung Up In Your Eyes","True",NULL,NULL,NULL,NULL,NULL,NULL
78,70,1967,NULL,"Brook Benton","Laura (Tell Me What He's Got That I Ain't Got)","False",0,"male",4,"Pop",0,9783
90,22,1967,NULL,"Bruce Channel","Mr. Bus Driver","False",0,"male",7,"Pop",0,12811076
92,13,1967,"109d576ef95f27a8b1b2d52992f6bcf8c079544a","Buck Owens and The Buckaroos","Sam's Place","True",0,"male",6,"Pop",0,2365069
22,605,1967,"97488f5129392f9d3933b91961d688ed339e7614","Bunny Sigler","Let The Good Times Roll & Feel So Good","True",2,"male",6,"R&B",3,272684
86,43,1967,"799065d4ba08d9a216f640bc60e8b1ed6b324d68","Bunny Sigler","Lovey Dovey/You're So Fine","True",2,"male",6,"R&B",2,272686
11,733,1967,NULL,"Cannonball Adderley","Mercy, Mercy, Mercy","True",0,"#N/A",0,"Jazz",0,948
73,113,1967,NULL,"Cannonball Adderley","Why? (Am I Treated So Bad)","True",NULL,NULL,NULL,NULL,NULL,NULL
85,53,1967,"af82dbdcab9028b78dbb8dd963c5dfdb47997b4a","Carla Thomas","I'll Always Have Faith In You","True",0,"female",6,"R&B",0,7412614
68,167,1967,"700b58f9af6bbb47c118426720d78f7a4bd52975","Carla Thomas","Pick Up The Pieces","True",NULL,NULL,NULL,NULL,NULL,NULL
74,129,1967,"1f2b993ed14d15df0bf443dad01e62d6e2305d7f","Carla Thomas","Something Good (Is Going To Happen To You)","True",0,"female",6,"R&B",0,7412619
99,2,1967,"dedcafd47c19531d8cf718a24b9c6da32642707c","Carla Thomas","When Tomorrow Comes","True",0,"female",6,"R&B",0,7412608
65,108,1967,NULL,"Casinos","It's All Over Now","False",NULL,NULL,NULL,NULL,NULL,NULL
94,14,1967,NULL,"Cher","Hey Joe","True",NULL,NULL,NULL,NULL,NULL,NULL
9,945,1967,"997bd30f2d389a5d88684c30dda011bdd3a25d6b","Cher","You Better Sit Down Kids","True",NULL,NULL,NULL,NULL,NULL,NULL
32,357,1967,NULL,"Chris Bartley","The Sweetest Thing This Side Of Heaven","False",7,"male",7,"R&B",0,13489239
71,106,1967,"4ea653fac09d4025804f684b5c6af223571adf2e","Chris Montez","Because Of You","True",NULL,NULL,NULL,NULL,NULL,NULL
91,10,1967,"e9ae6ac19bb7d1b0066ec6b5f3baaa4a0c53f822","Chuck Jackson & Maxine Brown","Daddy's Home","True",NULL,NULL,NULL,NULL,NULL,NULL
91,32,1967,NULL,"Chuck Jackson & Maxine Brown","Hold On I'm Coming","True",NULL,NULL,NULL,NULL,NULL,NULL
76,134,1967,NULL,"Chuck Jackson","Shame On Me","False",NULL,NULL,NULL,NULL,NULL,NULL
98,3,1967,"f828e25457017ea244bfaa25c0e1f9061415f3c5","Clarence Carter","Thread The Needle","True",NULL,NULL,NULL,NULL,NULL,NULL
3,1172,1967,"7926fcfa78c51866df7a62b85d7d682d6c40eb7d","Classics IV","Spooky","True",0,"male",7,"Pop",2,11943
100,2,1967,NULL,"Claudine Longet","Good Day Sunshine","True",NULL,NULL,NULL,NULL,NULL,NULL
91,10,1967,NULL,"Claudine Longet","Hello, Hello","True",0,"female",5,"Pop",2,13824430
95,13,1967,"f0527420cd9c49bf063fb0eb6d2fa6fb04fb6c42","Clifford Curry","She Shot A Hole In My Soul","True",0,"male",5,"R&B",2,157345
94,7,1967,NULL,"Connie Francis","Time Alone Will Tell","True",0,"female",5,"Pop",0,104002
95,12,1967,"e97be01ad69aa13ad8fa6e401a33a05c387a2764","Country Joe & The Fish","Not So Sweet Martha Lorraine","True",4,"male",6,"Pop",0,14282
36,282,1967,"ef59f068dc4cd67ceb45d5174596bacf9ff4b546","Crispian St. Peters","You Were On My Mind","True",0,"male",4,"Pop",2,12817789
89,46,1967,"6805e3e36f1d381432729df0e8594096fd16a803","David Houston & Tammy Wynette","My Elusive Dreams","True",0,"duet",4,"Pop",4,59597
75,145,1967,"db73ee38d00b955193cea56a2b1af806ebd7ac00","David Houston","You Mean The World To Me","True",NULL,NULL,NULL,NULL,NULL,NULL
37,564,1967,"3ae962731b6a5d8eb6f8ceef9429a3fe812ee3c8","Davie Allan And The Arrows","Blue's Theme","True",NULL,NULL,NULL,NULL,NULL,NULL
97,4,1967,"5bd502fec7e5b24420e89d277ca186ebc3d8d5ad","Davie Allan And The Arrows","Devil's Angels","True",0,"#N/A",0,"Pop",0,165893
25,441,1967,"c125729aa9897f71c11e3bec366a610f9f12c30d","Dean Martin","In The Chapel In The Moonlight","True",NULL,NULL,NULL,NULL,NULL,NULL
46,308,1967,"f03034029ce6b71376f1ba627b1a4d41386a1e4f","Dean Martin","In The Misty Moonlight","True",NULL,NULL,NULL,NULL,NULL,NULL
55,195,1967,"747ffc7f7f7770e3c79a341c7ccd20932c8b7ab2","Dean Martin","Lay Some Happiness On Me","True",NULL,NULL,NULL,NULL,NULL,NULL
38,287,1967,"c0fde714065814d4c47c80ad465b88f62406ae64","Dean Martin","Little Ole Wine Drinker, Me","True",0,"male",5,"Pop",0,9660501
92,9,1967,NULL,"Dee Dee Warwick","When Love Slips Away","True",0,"female",6,"R&B",0,291373
65,158,1967,"6eda7cb5d5629313bd84abc8dbcf546721692853","Deon Jackson","Ooh Baby","True",NULL,NULL,NULL,NULL,NULL,NULL
9,603,1967,"4ec9577b216de33e07481a31831c92d782c7d3fc","Diana Ross & The Supremes","In And Out Of Love","True",NULL,NULL,NULL,NULL,NULL,NULL
2,938,1967,NULL,"Diana Ross & The Supremes","Reflections","True",NULL,NULL,NULL,NULL,NULL,NULL
99,2,1967,NULL,"Dino, Desi & Billy","Two In The Afternoon","False",0,"male",6,"Pop",0,7428807
15,944,1967,"5f656d10404e967695abb607dfb20fc98d1c7d86","Dionne Warwick","Alfie","True",0,"female",7,"Pop",0,57981
4,1028,1967,"32e458f3db3cc46e6155eccc90c47c3a6deb23a5","Dionne Warwick","I Say A Little Prayer","True",3,"female",8,"Pop",2,693383
79,42,1967,"117b80df832b5cc6589ff8188d0ec99dbbb96f66","Dionne Warwick","The Beginning Of Loneliness","True",NULL,NULL,NULL,NULL,NULL,NULL
32,428,1967,"eb25df0a79d84b81b83b4e0d83ef08fc7a4bd00c","Dionne Warwick","The Windows Of The World","True",0,"female",6,"Pop",0,57978
98,3,1967,NULL,"Don And The Goodtimes","Happy And Me","False",NULL,NULL,NULL,NULL,NULL,NULL
56,214,1967,"1c2d10304495a94e51578e89cc9b32c35c702782","Don And The Goodtimes","I Could Be So Good To You","True",0,"male",5,"Pop",0,11290067
19,464,1967,"fb14c0ba7267fcab25442b0fffb6a57dd65bfc6f","Donovan","Epistle To Dippy","True",NULL,NULL,NULL,NULL,NULL,NULL
11,611,1967,"ee61c313dc2996d480409317b50253abf384cc04","Donovan","There Is A Mountain","True",0,"male",5,"Pop",0,6917827
23,441,1967,"36e192e22a55d315f2040ace6bf7db1005fb101b","Donovan","Wear Your Love Like Heaven","True",2,"male",6,"Pop",0,1126732
76,80,1967,NULL,"Dusty Springfield","Give Me Time","True",0,"female",7,"Pop",0,6579498
40,346,1967,"4becc87d366ef369850f467ba228589b6d65ae79","Dusty Springfield","I'll Try Anything","True",0,"female",7,"Pop",0,6579510
22,637,1967,NULL,"Dusty Springfield","The Look Of Love","True",0,"female",6,"Pop",0,52437
49,316,1967,NULL,"Dusty Springfield","What's It Gonna Be","True",0,"female",6,"Pop",0,6579507
65,283,1967,NULL,"Dyke And The Blazers","Funky Broadway Part I","True",NULL,NULL,NULL,NULL,NULL,NULL
8,936,1967,"c5c7dcf7f1b2351454305efe6ed02daa8cf4e39e","Ed Ames","My Cup Runneth Over","True",0,"male",3,"Pop",0,863849
61,230,1967,"3eeeab00f8c07ccbdd03d26baa5ed7c3adf6a0a7","Ed Ames","Time, Time","True",0,"male",4,"Pop",0,863852
98,4,1967,"ff86b07b4fac6afbfb4dc484470d00a556ebd583","Ed Ames","When The Snow Is On The Roses","True",0,"male",4,"Pop",0,863862
19,467,1967,"31707df697b630c087914a32997e2e4615703638","Ed Ames","Who Will Answer?","True",0,"male",4,"Pop",3,863855
97,10,1967,"a32716fc472ed4b464e8dfee1052b2a3f5ec9b1d","Eddie Fisher","People Like You","False",NULL,NULL,NULL,NULL,NULL,NULL
98,3,1967,"52c19fc86f315cf86b27814778a4a3e771d5bf11","Eddie Floyd","Don't Rock The Boat","True",0,"male",6,"R&B",0,7104423
97,4,1967,"b1c7511a9d9cfaa3fe409c15a37942bc5ba031d7","Eddie Floyd","Love Is A Doggone Good Thing","True",0,"male",6,"R&B",0,475456
92,18,1967,"04e002d89ffbf416bbfebc6e3c645c210794ce41","Eddie Floyd","On A Saturday Night","True",NULL,NULL,NULL,NULL,NULL,NULL
79,77,1967,"35670afc61cd893cc19859c5f5d4ff1b46cecd8b","Eddie Floyd","Raise Your Hand","True",0,"male",7,"R&B",0,5239283
91,40,1967,"b0f3c64be0f44fede55d9809c23f090816025278","Eddy Arnold","Here Comes Heaven","True",0,"male",3,"Country",0,263954
87,27,1967,"2d45f60185707d30ffd5f55c7ea0b752cee60712","Eddy Arnold","Lonely Again","True",0,"male",3,"Country",0,1172872
57,304,1967,"1bd2e172f5f4281c67fe9c1664f1a53a5ebb52aa","Eddy Arnold","Misty Blue","True",0,"male",5,"Country",0,6889305
66,199,1967,"2414a1b51f82991b1c250c4ca700c29ce2889e63","Eddy Arnold","Turn The World Around","True",0,"male",5,"Country",0,261343
83,35,1967,NULL,"Ellie Greenwich","I Want You To Be My Baby","False",NULL,NULL,NULL,NULL,NULL,NULL
98,4,1967,NULL,"Elmo & Almo","When The Good Sun Shines","False",NULL,NULL,NULL,NULL,NULL,NULL
33,433,1967,NULL,"Elvis Presley With The Jordanaires and The Imperials Quartet","Indescribably Blue","True",0,"male",7,"Rock",0,7240197
63,150,1967,NULL,"Elvis Presley With The Jordanaires","Long Legged Girl (With The Short Dress On)","True",0,"male",5,"Rock",2,1367724
92,9,1967,NULL,"Elvis Presley With The Jordanaires","That's Someone You Never Forget","True",NULL,NULL,NULL,NULL,NULL,NULL
56,210,1967,NULL,"Elvis Presley With The Jordanaires","There's Always Me","True",0,"male",4,"Pop",2,4979827
44,265,1967,NULL,"Elvis Presley With The Jordanaires","You Don't Know Me","False",NULL,NULL,NULL,NULL,NULL,NULL
38,308,1967,"8a8bc4082028ab67dd98bdb8414fe06cc91d1e34","Elvis Presley","Big Boss Man","True",NULL,NULL,NULL,NULL,NULL,NULL
78,90,1967,"9a6dd2802279880dae835caffdf910854deeb885","Elvis Presley","Judy","True",NULL,NULL,NULL,NULL,NULL,NULL
18,621,1967,"9de4cd00dba6731150857c3c40e97fbed2bb5904","Engelbert Humperdinck","Am I That Easy To Forget","True",0,"male",5,"Country",0,5865863
4,1010,1967,NULL,"Engelbert Humperdinck","Release Me (And Let Me Love Again)","True",0,"male",5,"Pop",0,5936053
25,515,1967,"5ee770611e3d58d8b8b3205fa031934b6c331736","Engelbert Humperdinck","The Last Waltz","True",NULL,NULL,NULL,NULL,NULL,NULL
20,403,1967,"b0d7ef28dccd5547105e23ad8f7ecab5fc0f3ef6","Engelbert Humperdinck","There Goes My Everything","True",NULL,NULL,NULL,NULL,NULL,NULL
15,556,1967,"7f7f45b9a65cf9e5d564693712b80058e5a7c88a","Eric Burdon & The Animals","Monterey","True",NULL,NULL,NULL,NULL,NULL,NULL
9,707,1967,"b934267bd9822ad4de8bf9c5a4b3367ac5c00d22","Eric Burdon & The Animals","San Franciscan Nights","True",2,"male",7,"Rock",0,89281
15,598,1967,"999206858f7a1a2ffba140671196dfc01fa61ec5","Eric Burdon & The Animals","When I Was Young","True",0,"male",5,"Pop",0,89279
62,142,1967,"358e52e018d535ed6cd2a9839773fa6de6fe0388","Erma Franklin","Piece Of My Heart","True",0,"female",8,"R&B",0,5781419
23,715,1967,"e6b97100c511fe59614ec0b9d4a2f7ff44e8bbcd","Etta James","Tell Mama","True",0,"female",7,"Pop",0,486268
93,23,1967,NULL,"Every Father's Teenage Son","A Letter To Dad","False",NULL,NULL,NULL,NULL,NULL,NULL
6,1107,1967,NULL,"Every Mothers' Son","Come On Down To My Boat","True",0,"male",5,"Pop",0,633833
93,13,1967,NULL,"Every Mothers' Son","Pony With The Golden Mane","True",0,"male",5,"Rock",0,1650521
46,310,1967,NULL,"Every Mothers' Son","Put Your Mind At Ease","True",3,"male",7,"Rock",2,1650523
68,130,1967,NULL,"Fantastic Four","To Share Your Love","True",NULL,NULL,NULL,NULL,NULL,NULL
55,237,1967,NULL,"Fantastic Four","You Gave Me Something (And Everything's Alright)","True",NULL,NULL,NULL,NULL,NULL,NULL
42,262,1967,"356a9a720239bc0434edb68cc174904a717fd2d7","Felice Taylor","It May Be Winter Outside (But In My Heart It's Spring)","True",0,"female",6,"R&B",0,10734278
14,535,1967,NULL,"Four Tops","7 Rooms Of Gloom","True",0,"male",7,"R&B",3,964327
4,800,1967,"98d14d4a9015e703561b5bad70606357433a0cf6","Four Tops","Bernadette","True",0,"male",7,"R&B",3,88153
76,111,1967,NULL,"Four Tops","I'll Turn To Stone","True",0,"male",8,"R&B",0,964328
19,519,1967,NULL,"Four Tops","You Keep Running Away","True",0,"male",6,"R&B",0,22618
30,401,1967,"436e045a319216e88c9abd091763f8304116ace5","Frank Sinatra","The World We Knew (Over And Over)","True",0,"#N/A",4,"Pop",0,6573031
53,205,1967,"8d27d9de14595f7af8625d6854bfeaa47348413c","Frank Sinatra","This Town","True",0,"male",4,"Pop",2,6573037
39,380,1967,NULL,"Frankie Laine","I'll Take Care Of Your Cares","True",NULL,NULL,NULL,NULL,NULL,NULL
66,148,1967,NULL,"Frankie Laine","Laura, What's He Got That I Ain't Got","False",NULL,NULL,NULL,NULL,NULL,NULL
35,382,1967,NULL,"Frankie Laine","Making Memories","True",NULL,NULL,NULL,NULL,NULL,NULL
48,284,1967,NULL,"Frankie Laine","You Wanted Someone To Play With (I Wanted Someone To Love)","False",NULL,NULL,NULL,NULL,NULL,NULL
83,38,1967,NULL,"Frankie Laine","You, No One But You","False",NULL,NULL,NULL,NULL,NULL,NULL
2,1316,1967,"39bf2d36814eb37ffa51bafb5eeba10be26b3aef","Frankie Valli","Can't Take My Eyes Off You","True",NULL,NULL,NULL,NULL,NULL,NULL
18,476,1967,NULL,"Frankie Valli","I Make A Fool Of Myself","True",NULL,NULL,NULL,NULL,NULL,NULL
29,449,1967,NULL,"Frankie Valli","To Give (The Reason I Live)","True",NULL,NULL,NULL,NULL,NULL,NULL
92,18,1967,NULL,"Freddie McCoy","Peas 'N' Rice","False",NULL,NULL,NULL,NULL,NULL,NULL
71,119,1967,"45e3b43f37f7a653a8bf145c50aaf6f15cb62e4c","Freddie Scott","Am I Grooving You","True",0,"male",8,"R&B",0,10007157
70,134,1967,"a559d75623cb211e04ff0ee53262742a75578bd3","Freddie Scott","Cry To Me","True",0,"male",8,"Rock",2,10007174
100,1,1967,"991754c0a1d2986d9f2899f4039d2a95f3597179","Freddie Scott","He Ain't Give You None","True",NULL,NULL,NULL,NULL,NULL,NULL
39,297,1967,NULL,"Gary Lewis And The Playboys","Girls In Love","True",0,"male",7,"R&B",2,755217
52,276,1967,NULL,"Gary Lewis And The Playboys","Jill","True",6,"male",5,"R&B",2,710219
43,283,1967,NULL,"Gary Lewis And The Playboys","The Loser (With A Broken Heart)","True",0,"male",6,"R&B",3,755216
78,103,1967,"bd64cb8c2fa0f572b010a0c4cdd2cac59792da8f","Gene And Debbe","Go With Me","True",0,"duet",6,"Country",0,576019
66,209,1967,"6a6aa6ed884384564de592795f8b33aac6515314","Gene Chandler","Girl Don't Care","False",4,"male",7,"R&B",0,6552057
98,3,1967,NULL,"Gene Chandler","There Goes The Lover","False",0,"duet",4,"Pop",0,6585492
94,24,1967,NULL,"Gene Chandler","To Be A Lover","True",2,"male",8,"R&B",0,7088797
39,377,1967,NULL,"Gladys Knight And The Pips","Everybody Needs Love","True",0,"female",7,"R&B",0,5113
2,1389,1967,"a2d53a61384365d4b2609f08f07d0e43f5094fbf","Gladys Knight And The Pips","I Heard It Through The Grapevine","True",0,"female",7,"Pop",0,964277
98,6,1967,NULL,"Gladys Knight And The Pips","Take Me In Your Arms And Love Me","True",0,"female",7,"R&B",2,964309
26,629,1967,"2035ade8e9deba0ffa245ea43b226d7b9186e6fe","Glen Campbell","By The Time I Get To Phoenix","True",NULL,NULL,NULL,NULL,NULL,NULL
39,544,1967,"546bc11fa3ff95f79b62a0653d9062a2dadaa55d","Glen Campbell","Gentle On My Mind","True",0,"male",6,"Pop",2,1765828
43,348,1967,"189a8567a028fd8dc264797904f55a8e14dbee73","Harpers Bizarre","Anything Goes","True",0,"male",6,"Rock",0,700887
45,278,1967,"20ed70d5a4b8d9e4cd44e2ffb9e5f01de21feadc","Harpers Bizarre","Chattanooga Choo Choo","True",NULL,NULL,NULL,NULL,NULL,NULL
37,326,1967,"781c7b2ebfa2616b1ae7eb2803d17249daf291a2","Harpers Bizarre","Come To The Sunshine","True",6,"duet",8,"Pop",0,547277
13,731,1967,"fcb0ff609fc10e32e5e69feb7e0d64c078fa1323","Harpers Bizarre","The 59th Street Bridge Song (Feelin' Groovy)","True",0,"male",6,"Rock",0,547281
79,106,1967,"8bcd4ce4f0f17ed15b6e0f8e61f72c64b28f0807","Harvey Scales","Get Down","False",NULL,NULL,NULL,NULL,NULL,NULL
90,48,1967,NULL,"Helena Ferguson","Where Is The Party","False",NULL,NULL,NULL,NULL,NULL,NULL
25,708,1967,"fb3e09157fc7bb53983fac357906fe1529ea17c2","Henson Cargill","Skip A Rope","True",NULL,NULL,NULL,NULL,NULL,NULL
35,319,1967,NULL,"Herb Alpert & The Tijuana Brass","A Banda (Ah Bahn-da)","False",0,"#N/A",0,"Pop",0,13896982
27,504,1967,"b979dfb07a8ed2de744f61dbaa28bb9b1254e47f","Herb Alpert & The Tijuana Brass","Casino Royale","True",0,"#N/A",0,"Pop",0,9175037
32,277,1967,"20fb4053d791aa6f40374e0b14047e0316e3fe7c","Herb Alpert & The Tijuana Brass","The Happening","True",0,"#N/A",0,"Pop",0,5559019
37,252,1967,"3982281e8296caf931c4b48184384eca00d476b9","Herb Alpert & The Tijuana Brass","Wade In The Water","True",0,"#N/A",0,"Pop",0,9175034
93,8,1967,"2a49605ea076885ae98812a3030e086973fe1ea7","Herbie Mann","To Sir, With Love","True",NULL,NULL,NULL,NULL,NULL,NULL
18,417,1967,"4236aec37f068436f78b26ffd4cc52ff5d21f979","Herman's Hermits","Don't Go Out Into The Rain (You're Going To Melt)","True",NULL,NULL,NULL,NULL,NULL,NULL
39,281,1967,NULL,"Herman's Hermits","Museum","True",0,"male",5,"Rock",0,509251
35,521,1967,"cd3716d74bb20829458da1881c16f0616bb69511","Herman's Hermits","No Milk Today","True",0,"male",5,"Pop",0,633575
4,904,1967,"fb09432bdcc1f7f5b0ee3a0aa20d864ef2cbb50c","Herman's Hermits","There's A Kind Of Hush","True",0,"male",6,"Pop",0,633589
71,198,1967,NULL,"Hugh Masekela","Up-Up And Away","True",0,"#N/A",0,"Jazz",0,644443
61,240,1967,NULL,"J.J. Barnes","Baby Please Come Back Home","False",NULL,NULL,NULL,NULL,NULL,NULL
65,184,1967,"4c87be63aaa52dab38781b463425fa7b91176e3e","Jack Greene","There Goes My Everything","True",0,"male",5,"Country",0,7555598
81,55,1967,NULL,"Jack Jones","I'm Indestructible","False",NULL,NULL,NULL,NULL,NULL,NULL
39,456,1967,"1a8f9a7d6463265d6ee29234ae94ec177bda6413","Jack Jones","Lady","True",NULL,NULL,NULL,NULL,NULL,NULL
99,3,1967,"e41e0a9776b8b0122ed99b5389449afa84b04345","Jack Jones","Live For Life","False",NULL,NULL,NULL,NULL,NULL,NULL
73,144,1967,"224d19313cb9270ca920364f0e860da4bb900cbe","Jack Jones","Now I Know","False",NULL,NULL,NULL,NULL,NULL,NULL
92,18,1967,"9b57e3ac5e1cf9bdadb5409341b8151a96f03f1b","Jack Jones","Our Song","False",NULL,NULL,NULL,NULL,NULL,NULL
6,912,1967,"715dfaeb3221769b58a3712d492a68f979535883","Jackie Wilson","(Your Love Keeps Lifting Me) Higher And Higher","True",3,"male",9,"Pop",0,489332
84,37,1967,"48b423bdd0d7acd22c314443aac11096f02b62e6","Jackie Wilson","I Don't Want To Lose You","True",NULL,NULL,NULL,NULL,NULL,NULL
82,66,1967,"d20c0df0bbe324da3600f30b7d08d62f5197ec18","Jackie Wilson","I've Lost You","True",0,"male",7,"R&B",0,8545480
91,26,1967,"93808161389d6f8f6dcf32e79f5e9acd1ccdbbf7","Jackie Wilson","Just Be Sincere","True",3,"male",8,"R&B",0,8546042
32,322,1967,"80a4f492df9b6b32cc6d0b4e12c551a34fb9bb0a","Jackie Wilson","Since You Showed Me How To Be Happy","True",3,"male",8,"R&B",0,12152189
41,274,1967,"be05f998a92ba3f3674d3ad3143dff10f07d7832","James & Bobby Purify","I Take What I Want","True",2,"male",7,"R&B",2,1064132
23,539,1967,"24fcd13496bcf8d9798069518d60a9bc2b5b1b1c","James & Bobby Purify","Let Love Come Between Us","True",2,"male",7,"R&B",2,1064133
25,526,1967,"388843483af5ffdd1998f55db97670a05a78aea2","James & Bobby Purify","Shake A Tail Feather","True",0,"male",7,"R&B",2,1064127
38,303,1967,"70301dd40d587afb0d4b4d87f12cbd63173e8165","James & Bobby Purify","Wish You Didn't Have To Go","True",0,"male",6,"R&B",2,1064130
29,453,1967,NULL,"James Brown And The Famous Flames","Bring It Up","True",0,"male",9,"R&B",2,1049316
7,808,1967,NULL,"James Brown And The Famous Flames","Cold Sweat - Part 1","True",NULL,NULL,NULL,NULL,NULL,NULL
40,311,1967,NULL,"James Brown And The Famous Flames","Get It Together (Part 1)","True",0,"male",9,"R&B",0,1049333
28,473,1967,NULL,"James Brown And The Famous Flames","I Can't Stand Myself (When You Touch Me)","True",0,"male",5,"R&B",4,1127046
55,172,1967,NULL,"James Brown And The Famous Flames","Kansas City","True",0,"male",9,"R&B",2,1049318
46,278,1967,NULL,"James Brown And The Famous Flames","Let Yourself Go","True",NULL,NULL,NULL,NULL,NULL,NULL
97,7,1967,"88185063ae544e59600ff450cd1f18df0ca912b7","James Carr","I'm A Fool For You","True",0,"duet",6,"R&B",0,537999
77,92,1967,"54f37c0bf7339e53ad94e2302f44ff9ec8ac09ba","James Carr","The Dark End Of The Street","True",0,"male",7,"Rock",0,537572
35,339,1967,"1462768348bff02b7740d746ca30ec3888efaa19","James Darren","All","True",NULL,NULL,NULL,NULL,NULL,NULL
14,792,1967,"00394b775a0fc06abd73e3094e9eced8cd321aee","Janis Ian","Society's Child (Baby I've Been Thinking)","True",0,"female",7,"Pop",0,28930
6,1128,1967,"5ff2db5e8d924b61ed14eec7f6ddbe824d85404a","Jay And The Techniques","Apples, Peaches, Pumpkin Pie","True",0,"male",5,"R&B",0,2040331
14,811,1967,"feb6d5f1d631122941cd4bfa1e019a30330f8e57","Jay And The Techniques","Keep The Ball Rollin'","True",0,"male",6,"Pop",0,2040334
96,5,1967,NULL,"Jean & The Darlings","How Can You Mistreat The One You Love","True",0,"female",7,"R&B",0,7101886
42,273,1967,"f70ef861b5bd0055e4293a35171114b43ac2bfa3","Jefferson Airplane","Ballad Of You & Me & Pooneil","True",0,"male",7,"Pop",0,509215
5,995,1967,"551c82aeea8a4e2cf926ec4763abd7640e2febd1","Jefferson Airplane","Somebody To Love","True",0,"female",7,"Pop",0,6599309
61,136,1967,"72d7f470f577d2925e75586ac8bb05b19a846b6b","Jefferson Airplane","Watch Her Ride","True",NULL,NULL,NULL,NULL,NULL,NULL
8,785,1967,"367ffcd0d779085e8fa092620542632fecf50330","Jefferson Airplane","White Rabbit","True",NULL,NULL,NULL,NULL,NULL,NULL
60,248,1967,NULL,"Jerry Butler","I Dig You Baby","True",0,"male",5,"R&B",0,60912
62,177,1967,"d897c0c5094c41ac16ffe62fd2926efae090b140","Jerry Butler","Lost","True",0,"male",5,"R&B",0,107329
38,342,1967,NULL,"Jerry Butler","Mr. Dream Merchant","True",0,"male",5,"R&B",0,60894
29,478,1967,"85efd6bb9fe0f4797c0dbfa19325485d8a18aab0","Jerry Jaye","My Girl Josephine","True",0,"male",6,"Pop",0,10708564
51,274,1967,"fa1bcee5d6fa7f69161b21f127ed6fd3690f9f48","Jerryo","Karate-Boo-Ga-Loo","False",NULL,NULL,NULL,NULL,NULL,NULL
92,9,1967,NULL,"Jesse James","Believe In Me Baby - Part I","True",NULL,NULL,NULL,NULL,NULL,NULL
67,103,1967,"93a5196854666af7332d760e06ba67ec727daab4","Jimi Hendrix","Foxey Lady","True",0,"male",7,"Pop",4,27726
31,467,1967,"a3b9e6f1d51e49ebd0ca7064635632c6ceac3ee9","Jimmie Rodgers","Child Of Clay","True",NULL,NULL,NULL,NULL,NULL,NULL
90,21,1967,NULL,"Jimmy Hughes","Why Not Tonight","True",NULL,NULL,NULL,NULL,NULL,NULL
93,16,1967,"1692e52eb6493cbfbaf5ed2da8910967110892e7","Jimmy Roselli","There Must Be A Way","False",NULL,NULL,NULL,NULL,NULL,NULL
68,133,1967,"a75711d64929494ae06fffef68687d6b1363dbb0","Jimmy Ruffin","Don't You Miss Me A Little Bit Baby","True",0,"male",7,"R&B",0,553427
29,374,1967,"2f382360812b460ff9c866b0b809319f1fb6226b","Jimmy Ruffin","Gonna Give Her All The Love I've Got","True",0,"male",7,"R&B",0,553420
87,48,1967,"70fe1e224fcafc3f4c8b2524d37cac55d533f0c2","Joe Simon","My Special Prayer","True",0,"male",6,"Pop",0,51114
70,173,1967,"511f08da7c283beefd96e09c324e3f81c288c7ee","Joe Simon","Nine Pound Steel","True",NULL,NULL,NULL,NULL,NULL,NULL
63,149,1967,"d280265a3900b958aa0b14160d2b3f70264ccd3e","Joe Tex","A Woman's Hands","True",0,"male",7,"R&B",5,6618024
